cluster,id,title,manufacturer,price,__source
2943,4094,software architecture: organization principles and patterns by david dikel,,62.5,google
3214,4513,computer associates etrust antivirus r8 - multilanguage - 1 user,,49.99,google
1819,2376,sony playstation 2: the grim adventures of bill and mandy,,19.99,google
2909,4058,abacus software s532 military aircraft collection for pc,abacus software,18.99,google
2971,4138,chainz,,7.95,google
2905,4054,abacus software s515 flight simulation sea plane adventures pc,abacus software,28.99,google
1605,1844,steve bach yamaha now that's what i call music! - vol. 10 - smart pianosoft,,18.5,google
1861,2454,enterasys custom sku q13799 only - q13799,,70081,google
1688,2049,dr. john (mac rebennack) homespun dr. john teaches new orleans piano - dvd one,,22.13,google
1428,1446,01-ssc-7524 sonicwall email anti-virus mcafee and sonicwall time zero - subscription license,,14568.97,google
3121,4399,hoyle game collection - 4 game pack,,14.95,google
2812,3841,onone software inc. gpp-55212 - upg genuine fractals print pro 5 1u,,66.97,google
2217,2846,emc auth mgr mnt entupg/std 9m per/u 255-500u - aut0000500us9,,14,google
2545,3301,emc auth mgr mnt base 9x5 21m per/u 2005-2500u - aut0002500bs21,,20,google
1724,2103,usoa289 iris readiris pro - ( v. 11 ) - complete package - 1 user - win,,110.07,google
2357,3088,32179 kid pix deluxe home edition - ( v. 4 ) - complete package - 1 user - cd - win m,,14.51,google
2757,3724,encore software 12511 - encore alien disco safari - action/adventure - pc,,17.97,google
2444,3187,af071ml ibm websphere business integration server foundation for developers - ( v. 5.1 ),,851.65,google
3254,4553,microsoft(r) mappoint(r) 2006,,249.99,google
1121,132,upgrade emc retrospect 7.5 multi server windows only,dantz,0,amazon
2472,3218,432778-b21 scai software development toolkit - subscription license renewal ( 1 year ) - 1,,595.04,google
2778,3770,panda software filesecure2006 w/ truprevent 1001-2k 2yr - b2fs6g-gov,,20,google
2240,2903,rick vito - 320535 - rick vito - complete guide to slide guitar,,14.86,google
1718,2096,individual software emm-tk3 - typing instructor for kids 3 - dvd movie,,17.97,google
2463,3209,exmpi556001m1200p exceed powersuite 2007 - complete package + 1 year maintenance - 1 user - win,,525.45,google
1317,563,macromedia director 10 mx 2004,adobe,2171.7,amazon
1380,1397,ma166z/a ilife '06 - complete package - 1 user - dvd - mac,,72.74,google
1646,1955,isong classical guitar standards - vol. 1 - isong cd-rom,,18.5,google
1341,1061,datawatch monarch v7 ntwk-starter cd most 8u ( fpm32c070-a08n ),datawatch,0,amazon
1324,650,symantec gateway security 300 series 10 ( 10224341 ),symantec,349,amazon
2625,3407,encore software 13921 - 3d home architect home design deluxe version 9,,25.97,google
2238,2899,isi researchsoft 6201 reference manager 11 single user edition 0787731062117,,164.58,google
1423,1441,fpxmlc020-a01 vortexml - ( v. 2 ) - complete package - 1 user - cd - win,,363.63,google
1662,1993,hal leonard clavinova pops lesson - all levels,,25.77,google
1682,2038,muriel anderson homespun video muriel anderson's all star guitar night,,18.5,google
2343,3072,babwbr1151s04 brightstor arcserve backup serverless backup option for windows w/sp1 - ( v. 11.,,1031.41,google
1536,1656,steely dan mike garson yamaha steely dan - pretzel logic - smart pianosoft,,14.86,google
2574,3336,a01-00017 microsoft office publisher 2003 - w/ microsoft digital image pro 9 - complete pa,,218.19,google
1807,2364,microsoft(r) money 2007 premium,,69.99,google
1521,1603,encore inc registry mechanic 6.0,,25.49,google
2512,3262,p72-00473 microsoft windows server enterprise edition - license & software assurance - 1 u,,3282.33,google
2403,3139,10224341 symantec gateway security client-to-gateway vpn - license and media - 10 additio,,223.96,google
2979,4159,mackie tracktion 3 ultimate bundle music production software,,249.99,google
1645,1952,various artists hudson music classic drum solos and drum battles - volume 2 - vhs video,,18.5,google
2140,2747,freeverse software 005 - solace (mac 9.1-9.x 10.1 or higher),,18.97,google
2105,2703,mas 90(r) /mas 200(r) compatible continuous checks,,91.59,google
1619,1875,thomas zink chuck mangione yamaha chuck mangione - feels so good - smart pianosoft,,14.86,google
2837,3896,vitec multimedia mpeg toolbox-2 toolbox2 software authoring software,,149.95,google
1209,257,ca brightstor arcserve backup r11.5 for enterprise option for advantage ingres for,computer associates,0,amazon
1294,439,sym clt security 3.1 scs media cd en,symantec - media,28,amazon
2404,3140,wg3605 watchguard mobile user vpn - complete package - 5 users - cd - win - english - t,,290.68,google
3069,4326,ultimate pinball,,6.95,google
2803,3816,individual software prm-r12 resumemaker professional 12.0,individual software,29.99,google
3198,4497,quicken(r) premier 2007,,79.99,google
1195,239,designcad v 17,imsi,29.95,amazon
1112,67,netgear vpn01l vpn client software,netgear,89.99,amazon
1788,2249,bob dylan bob dylan - isong cd-rom (jewel case-sized edition),,18.5,google
2684,3583,symantec media n18648h,symantec media,37.37,google
1372,1389,wg017127 watchguard gateway antivirus for e-mail - maintenance ( 1 year ) - 1 device - wi,,751.44,google
2409,3145,rsa security securid software authenticator - license - sd820-8-60-12-500,,32,google
1641,1945,emc insignia retrospect server 6.0 for mac upgrade,,285.99,google
1435,1453,633808344078 wasp mobileinventory combo pack - w/ spt1550 - license - 1 additional mobile dev,,409.56,google
2623,3403,encore software 14111 - jeopardy! deluxe,,17.97,google
2009,2607,cisco optical services module - multiplexor,,89581.95,google
2234,2893,fleetwood mac yamaha - 503620 - fleetwood mac - rumours - smart pianosoft,,14.86,google
2550,3306,standard anti-virus 100 users w/ 1 yr service agreement,,374.99,google
1980,2575,print perfect(tm) platinum,,29.99,google
2253,2925,adobe 38018944dm tlp flashpaper 2 win esd1,,22.37,google
2933,4084,the build master: microsoft's software configuration management best practices,,39.59,google
3220,4519,wheel of fortune(r),,19.99,google
3039,4286,abacus software s552 fs fighter pilot for fs2004 and fs2002,abacus software,28.99,google
2520,3271,nuance dragon naturallyspeaking v.9.0 professional - upgrade,,212.62,google
1410,1427,f309a-g03-11.0 scansoft paperport professional - ( v. 11 ) - complete package - 5 users - win -,,841.55,google
2222,2862,elite beat agents ds,,27.63,google
1178,221,watchguard license wg vpn upgrade from 4 to 10 (wg4110),watchguard license,2098.55,amazon
2814,3844,onone software inc. gfs-50212 - on1 genuine fractals v.5.0 - upgrade - image editing - 1 user - pc mac intel-based mac,,66.97,google
2917,4067,abacus software ss69 corporate pilot 2,abacus software,28.99,google
2297,3002,panda software govt truprevent corp 2001-3ku 2yr - b2prseh-gov,,16,google
2236,2896,watchguard wg3900 high availability for firebox ii uk,,226.65 gbp,google
1408,1425,23500195dm adobe incopy cs3 - ( v. 5.0 ) - media - tlp tlp nonprofit - dvd - win - univers,,18.88,google
1985,2581,continuous checks for peachtree(r) complete iii for dos v. 5.0-10.0,,144.59,google
1366,1383,wg017449 watchguard firebox x5500e utm software suite - subscription license ( 1 year ) +,,3715.48,google
1190,234,ntrack anti-theft by synet electronics,global marketing partners,0,amazon
1736,2144,individual software qne-t15 typing quick & easy 15.0,individual software,24.99,google
1851,2433,quickbooks(r) point of sale 2007: basic retail management 6.0 bundle,,1499.99,google
2735,3678,adobe acrobat (v8.0) pro win up from std - adobe - 22020452,,151.27 gbp,google
2958,4111,psp(sm): a self-improvement process for software engineers,,54.99,google
1837,2409,individual software edm-tk1 - typing instructor for kids usa (win 98 me nt 2000 xp),,17.97,google
1535,1650,yamaha bread best of bread - smart pianosoft,,14.86,google
2501,3251,38038983 adobe robohelp server - ( v. 6.0 ) - upgrade package - 1 user - cd - win - inter,,1070.64,google
3042,4292,freeverse software 010 wingnuts 2 - raina's revenge,freeverse software,23.95,google
2470,3216,19300109 adobe creative suite 3 design standard - product upgrade package - 1 user - upgr,,424.74,google
1315,553,adobe indesign cs3 upgrade from pagemaker,adobe,199,amazon
1829,2386,wedding fonts,,14.99,google
2702,3615,windows sbs premium 2003 r2 upgrade cd/dvd 5clt - microsoft - t75-01256,,531.25 gbp,google
2251,2922,monarch std (v9.0) retail box - datawatch - fpm32c090-a01,,290.59 gbp,google
3021,4261,rayman 10th anniversary collection,,8.95,google
2376,3108,cadktpr10u150 ca desktop protection suite - ( v. 1.5 ) - complete package - 10 additional user,,424.93,google
2639,3448,punch software 10604 - concepts unlimited cad design,,912.97,google
1421,1439,72212 world of warcraft - complete package - 1 user - pc - cd - win mac,,24.8,google
3023,4263,spanish before you know it deluxe,,10.95,google
1437,1455,babnur1111s01 brightstor arcserve backup for netware w/sp1 - ( v. 11.1 ) - version upgrade pac,,379.23,google
2743,3694,steinberg wavelab studio 6 audio editing software - educational discount music production software,,149.95,google
2765,3743,emc auth mgr mnt ent/ext 21m per/u 200005-500000 - aut0500000ee21,,15,google
1467,1487,123-00001 microsoft visual studio 2005 team test load agent - complete package - 1 process,,4792.85,google
1949,2544,printmaster(r) platinum 16,,39.97,google
1155,195,world of warcraft,blizzard entertainment,19.99,amazon
1472,1492,910523-002 rumba as/400 edition - ( v. 7.2 ) - upgrade package - 1 processor - tier p50 - c,,20069.43,google
2613,3387,encore software 10467 - clickart 950k dvd 2006 by broderbund,,25.97,google
1785,2246,jackson browne yamaha jackson browne - lawyers in love - smart pianosoft,,14.86,google
2707,3623,omniform (v5.0) premium with 20 filler lic - nuance - 8609x-w00-5.0,,384.97 gbp,google
1948,2543,adobe(r) photoshop(r) 7.0 upgrade for pc,,679.99,google
2747,3704,encore software 10647 - encore math advantage 2007 - complete product - educational - 1 user - complete product - standard - pc,,17.97,google
3120,4397,quickbooks pro 2007 win,,192.26,google
2610,3383,apple ilife 06,,70.47,google
2821,3861,netopia sw2510p,netopia,586.77,google
1613,1864,kenny kosek homespun video learning bluegrass fiddle - 2-dvd set,,36.67,google
1651,1965,troy stetina hal leonard corporation beginning rock lead guitar - learn to play rock leads!,,11.23,google
3241,4540,turbosketch(tm) studio,,89.99,google
2717,3641,encore software 12391 - encore math advantage 2008 - educational - pc,,33.97,google
2541,3296,splashid windows mobile software for pocket pc,,29.95,google
1326,800,calendar creator 10,broderbund,29.99,amazon
1888,2481,hoyle(r) card games 2007,,19.99,google
3162,4444,wincleaner(tm) complete pc care,,69.99,google
2068,2666,panda software upg to gatdef performa 8200 2k0 1yr - uabpgdpcavo,,95853,google
1560,1727,emc insignia retrospect server 6,,555.99,google
1513,1580,yamaha theme from sabrina (piano solo) - (for xg-compatible modules),,6.14,google
2777,3769,systran - boxed b67-1-enwdvd7,systran - boxed,401.8,google
2047,2645,ultimate games for girls 3 for pc,,19.99,google
1821,2378,aspyr media sid meiers civilization iv - mac,,44.99,google
1730,2114,sup-040c synet pc sharing kit - w/ usb cable 5.18 m complete package - 1 user - win,,26.59,google
2785,3777,freeverse software 005 solace,freeverse software,18.99,google
2733,3674,symantec 11105054 sym web sec win 3.0 media cd en,,17.49,google
1571,1757,filemaker pro 8.5 advanced upgrade,,279.99,google
3180,4474,studio plus version 11,pinnacle systems,90.99,google
1153,191,high availability requires two livesecurity firesboxes,watchguard technologies inc,1995,amazon
3145,4427,zoboomafoo animal logic with workbook combo,,9.95,google
1500,1556,strategy first inc. culpa innata,,37.82,google
1921,2516,photo explosion deluxe(r) 2.0,,49.99,google
1777,2230,daniel gilbert beth marlis musicians institute press guitar soloing - the contemporary guide to improvisation,,14.86,google
3143,4425,math learning system 2007,,15.95,google
1247,327,world of wild cats,arc media inc.,19.95,amazon
2688,3589,monarch std (v9.0) network starter 4-user rtl box - datawatch - fpm32c090-a04n,,1157.21 gbp,google
3205,4504,mcafee virusscan 8.0,,49.99,google
1824,2381,nintendo gamecube: major league baseball 2k6,,19.99,google
2418,3156,cd72-ak9= cisco ios enterprise ipsec 3des - complete package - cd,,4837.39,google
2148,2755,laser/inkjet checks for peachtree(r) complete iii for dos v. 5.0-10.0,,106.29,google
1923,2518,netopia timbuktu pro for macintosh (twin-pack),,183.99,google
2496,3246,j2300-ipsec-ltu juniper networks ipsec license for j2300 - license - 1 device,,339,google
3049,4306,pokemon team turbo,,7.95,google
1783,2244,yamaha the turtles - 20 greatest hits - smart pianosoft,,18.5,google
1161,202,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,0,amazon
2896,4040,abacus software s482 scenic railway add-on for pc,abacus software,24.99,google
2949,4100,ontologies for software engineering and software technology,,99,google
1470,1490,ma888z/a final cut studio - ( v. 2 ) - version upgrade package - 1 seat - dvd - mac,,460.7,google
2294,2998,avid technology inc. 70102024701 - software avid liquid chrome xe,,840.97,google
2924,4074,multimedia software engineering by shi-kuo chang 9780792377368,,171,google
1183,227,e frontier manga studio debut 3.0 (single user),curious labs inc.,49.99,amazon
1327,841,studio movieboard plus pci hardware,pinnacle,251.55,amazon
2326,3049,word mac 2004 - microsoft - d48-00487,,157.18 gbp,google
