id,number,title,artist,album,year,language
6089,7,008-lucky devil,frank ifield,sounds of the sixties: 1960 (1997),null,eng.
10350,,009-four scottish dances: pesante,malcolm arnold,dances (queensland symphony orchestra feat. conductor: andrew penny) (unknown),null,eng.
18552,1,red pony clock - nothing's worse than being uncool,,tunes from terrace towers,,english
10118,002,are you there (with another girl) (now),dionne warwick,now,20 12,
19232,007,"war and peace, op. 91: huitieme tableau. le prince andre ""denissov, son premier fiance !"" (fiftieth anniversary edition, volume 5: war and peace)",sergei sergeevich prokof've,"fiftieth anniversary edition, volume 5: war and peace",2003,
679,4,004-go my road,kings cross hot club,kings cross hot club (2005),null,eng.
8563,004,sick (darkside),tim minchin,darkside,2005,
2805,8,dune,electric karma,lotus moon factor 9,,english
9156,009,time to turn (single news),eloy,single news,1982,
17290,24,024-shack up,banbarra,"how to kill the dj, part 2 (2004)",null,ng.
15946,13,"013-key point 10 if they ask you for water, say ""yes""",susan leahy,nailing the job interview (2007),null,eng.
1021,2,voice of dissent,flesh field,"sonic seducer:t cold hands seduction, volume 43",2004,
16791,7,your time is mine,the autumn offering,fear will cast no shadow,2007,english
12622,3,"mary, oh mary",wilfried,...und immer wieder geht die sunn' auf,,german
3778,7,sek loso - chmchaan,,theo collection,05,thai
15468,19,,,live - blow the house down,,null
11951,10,are you from dixie,grandpa jones,16 greatest hits,,english
124,4,amnassas - johnny's garden,,carry on,98,english
2323,7,right_there_now,jude cole,start the  car,,english
17832,5,005-john maclean march,the laggan,unity creates strength (1972),null,eng.
17265,7,"national crisis - broadcast news, volume 1",phil garrod & reed hays,,,english
18441,5,cry myself to sleep,del shannon,greatest hits,1990,english
3998,7,the outfield - heaven's little angel (groove mix),,any time now,06,english
15365,016,shi qu de nuo yan  (jin tian de ai ren shi shui ),chen hui xian,jin tian de ai ren shi shui,1994,
11380,007,i'm so stoned (the longest barrel ride),slightly stoopid,the longest barrel ride,1998,
18368,10,bed - songs from the trilogy,philip glawss,,'89,english
7601,8,pzk feat. dogg soso - soleil,,la loi de la jungle,12,french
15628,007,[untitled]_(der_tod_ist_ein_treuer_kamerad),testament_de_la_lumiere,der_tod_ist_ein_treuer_kamerad,2003,
7996,11,intuition - destiny,,stories about nothing,07,english
3473,12,gilbert & sullivan - now give three cheers,,h. m. s. pinafore (orchestra & chorus of the welsh national opera feat. conductor: sir charles mackerras),94,english
1283,005,malin och anna (vapenskrammel och revolution),ohlson har semester production,vapenskrammel och revolution,2008,
6157,14,bad moon rising,creedence clearwater revival,"toute la pop, rien que de tops 60s & 70s",,english
18723,8,008-electraphlex (charlie hall electro mix),transcendental love machine,funk electric (1999),null,eng.
12271,5,005-supply & demand,fischerspooner,entertainment (2009),null,eng.
1746,11,arts & crafts spectacular,sparks,under the influence: morrissey,2003,english
14530,10,"la casa di campagna, hill 65: overture: i. allegro",florian  gassmann,opera overtures: the young countess / the ridiculous travellr / love in the workplace / the critical nigth (eclipse chamber orchestra feat. conductor: sylvia alimena),,italian
13368,1,"forward, you, me - hound",scarlet slipping,,,english
14280,3,003-walking in the winter,coral,butterfly house (2010),null,eng.
405,010,misty space (ninni morgia control unit),ninni morgia,ninni morgia control unit,2009,
13724,5,evil island home,kevin coyne,case history,2008,english
6260,2,null,les collabos,chaos en france,,french
3866,002,cocaine jesus (image of love),zacharius carls group,image of love,2013,
7691,11,joseph,les elles,joseph,2009,french
17792,007,ave maria (bozicna zelja),oto pestner,bozicna zelja,2007,
48,011,praia nua (ensaio - signo de ar),jorge vercilo,ensaio - signo de ar,2005,
9643,9,,dirtie blonde,,'06,english
6216,7,freddie gorman - take me back,,"tamla motown connoisseurs, volume 2",03,english
11188,16,016-mama's perl (karaoke),the jackson 5,j is for jackson 5 (2010),null,eng.
4847,7,spin the ink - cum laude!,velvet teen,,'06,english
2455,1,little rabbit - hootenanny,david grier,,,english
13844,4,12 etudes op. 10: no. 4 in c-sharp minor - milestones: 30 years of chandos,frederic chopin,,'09,english
9736,1,001-with you,caleidar,with you (2012 ),null,eng.
1942,10,the lost trailers - overcrowded town,,welcome to the woods,04,english
13936,0c3,echo 6|3 (echos),shrubbn!!,echos,2012,
15922,12,safe with you (henry krinkle remix) - ministry of sound: chilled house classics,alex metric & jacques lu cont feat. malin,,'13,englsh
14065,001,rock y violencia (las mas macabras de las vidas),eskorbuto,,,
475,009,"symphony no. 35b-flat major, hob i:35: i. allegro di molto (the complete symphonies (stuttgart chamber orchestra feat. conductor: dennis russell davies))",joseph haydn,the complete symphonies (stuttgart chamber orchestra feat. conductor: dennis russell davies),2009,
10481,4,southside thang (feat. paul wall & fat pat) - they can't deport us all (chopped & screwed),chingo bling,,'07,english
12506,32,merry christmas - origins: the baskervilles 1965,affinity,,'07,enlish
16238,3,white dress,fairport convention,rising for the moon,1975,english
10355,014,ambiguita (un difetto di famiglia),ennio morricone,un difetto di famiglia,2002,
10060,9,royal selection no. 13 - the bonny bunch of roses & tipplers tales,fairport convention,,'92,english
6572,003,danse (nrj summer hits only 2013),tal,summer,2013,
14352,2,002-clearer hearing,skyzoo,the power of words: the mixtape (2009),null,eng.
9709,12,012-i'll pick a rose for my rose,marv johnson,that's soul: think (2010),null,eng.
17920,4,sin aliento - musica de contrabando,danza invisible,,'86,spani sh
18405,4,004-divid and rule,luciano,visions (2003),null,eng.
6227,5,005-...and julie no more,the dogma,black roses( 2006),null,eng.
19324,25,"025-lord, i just can't keep from cryin'",[traditiional],leontyne price rediscovered (2002),null,eng.
9119,012,just between you and me (20 greatest hits),chordettes,20 hits greatest,2000,
3682,002,fresh start (deep blue mix),terra deva,fresh start,1997,
1174,2,he matado a mi hermana - una epoca de grabaciones accidentales,corcobado,,'02,spanish
9624,007,"allegro barbaro, sz. 49 (complete solo piano music)",bela bartok,complete solo piano music,2003,
9247,017,yrittajain fenniassa (legendan laulut: kaikki levytykset 1963-1990),juha vainio,legendan laulut: kaikki levytykset 1963-1990,2008,
4525,001,call the coroner (everyone's entitled to my opinion),st pierre snake invasion,everyone's enittled to my opinion,2013,
12417,17,hablando en plata - entrenados en el lad oscuro (version esoterica),,01,01,spanish
12842,1,"passacaglia and fugue in c minor, s.582",johann sebastian bach,"the 24 organ preludes and fugues with selected chorale preludes, volume 2 (feat. anthony newman)",1977,english
4732,003,milonga ska (mugre),los calzones,mugre,1999,
3712,14,frealism (reprise),freaky realistic,frealism,'10,english
1759,16,el dia de mi muerte,reserved for dogs,"reserved for dogs, volumen 1",2006,[multiple languages]
12274,11,graduel - diffusa est - vierge marie - xi,choeur des moines de l'abbaye de solesmes,,,latin
974,010,"salome, op. 54: ""sie ist ein ungeheuer, deine tochter"" salome (wiener philharmoniker feat. conductor: sir georg solti, soprano: birgit nilsson))",richard strauss,"salome (wiener philharmoniker feat. conductor: sir georg solti, soprano: birgit nilsson)",,
7774,17,varispeed (promo length) - superfonik,robert caprio & rocky schnaars,,,english
5204,2,summer: swimming song - year,maddy prior,,'93,english
14022,11,stay away - watch the red,angels,,'00,english
17079,12,let love be your energy - eternity the road to mandalay,robbie williams,,,english
1132,005,kapitel 19 (das verlorene symbol (feat. narrator: wolfgang pampel)),dan brown,das verlorene symbol (feat. narrator: wolfgang pampel),2009,
8503,14,anyone listening,pennywise,land of the free?,2001,english
16289,10,love train - back stabbers,o'jays,,'11,english
10681,2,tentei te esquecer/ coracao em pedacos - palavras de amor ao vivo,cesar menotti & fabiano,,'04,portuguese
12648,5,elton john - someone saved my life tonight,,captain fantastic and the brown dirt cowboy,86,english
6565,19,van broussard - they all ask for you,,by special request,97,henglish
950,,beautiful nubia and the roots renaissance band - eleko'dere,,fere,5,english
5014,6,"tonight (we need a lover) - music to crash your car to, volume i",motley crue,,'03,english
7579,5,005-requiem: ingemisco,giuseppe verdi,requiem (1990),null,eng.
15856,017,"everything thermals (livoe [at the echoplex - december 7th, 2007])",thermals,"live [at the echoplex - december 7th, 2007]",2007,
14451,12,012-opus no. 1,tommy dorsey & his orchestra,the war: i'm beginning to see the light (2007),null,eng.
9084,a,kokorohaqi fen re,ohukosu,kokorohaqi fen re,'77,japanese
18446,1,kawasaki 3p - antonija (integralna verzija),,kawasaki 3p,03,croatian
3504,13,young dee - mchizi wangu,,fiesta jipanguse,,swahili
15452,29,i'm in the lord's army,gaa corporation,baby's first bible songs,,
17630,5,labelle feat. patti labelle - lady marmalade (album version),,pure... disco/funk,11,english
10730,7,si nobi hapairotsuto parrtii,fan dao zhen li,makurosusongukorekushiyon new best one,1999,japanese
17051,11,it's de-lovely,sarah vaughan,top of the spot jazz,1998,english
16313,8,anoosh - tchene tche,,kess kiss passe,,nulll
9274,011,sangria maria (die fitness-version) (best of wahnsinn - das beste aus 40 jahren wahnsinn),frank zander,best of wahnsinn - das beste aus 40 jahren wahnsinn,2011,
4843,,say you need it,the sound approach,listen.,2013,english
13280,13,shake it,beatchuggers & kid massive,housexy: sounds of playboy,2006,english
18017,5,son of neckbone,beastie boys,the in sound from way out!,,epnglish
19176,23,023-l'ete reviendra,les gam's,c'est chic! french girl singers of the 1960s (2010),null,fre.
6963,8,get on the floor (full version),itchy kid,dub & breakbeat sessions 2,,english
2421,007,if that's your boyfriend (everybody needs somebody),me'shell ndegeocello,everybody needs somebody,1994,
11432,3,nu ar gubben glad igen,brode rna slut,nar_findus_var_liten_och_forsvann,,swedish
17546,5,005-trial by fire,elixir,the son of odin (2011),null,eng.
18016,9,wieso? weshalb? warum? - warum werden manche tierkinder getragen?,,tiere und ihre kinder,07,german
16753,002,rush (original tech mix),arty,rush,2010,
7784,18,the second half - space jam: motion picture score,james newton howard,,'97,english
8721,11,guante & big cats! - dragons,,an unwelcome guest,09,english
15226,4,kubrick's cube - pandora,,singles,09,english
2324,004,faina iukraina (golden hits. vol. 1),tano na maidani kong'o,golden hits. vol. 1,2007,
4357,2,head of lenin (new republik mix),digital poodle,noisea,1995,english
9060,7,007-rennen,megaloh,endlich unendlich (2013),null,ger.
17325,11,leaving glenurquhuart,burt mitchell,pipe teacher's assistant volume three winning marches,,english
17222,4,a strange boy - hejira,joni mitchell,,'87,english
5718,17,african descendent,i-roy,high explosion: dj sounds from 1970-1976,2003,english
18101,6,el guacho (remix i) - cumbia de barrio,el indio,,,spanish
9725,4,baby bird  -halfway up the hill,,the happiest man alive,95,englihs
5430,7,le bleu - a la sante desl fous,khaban',,,french
2422,18,missa syllabica: iv. sanctus,aarvo part,kronos quartet: 25 years,1998,[multiple languages]
13878,3,,vitamin c,,'00,english
15025,25,o warst du mein! (remix by das ich) (... und wenn das herz auch bricht!),bacio di tosca,... und wenn das herz auch bricht!,2008,
17975,5,gene pitney - princess in rags,,something's gotten hold of my heart,84,english
5736,11,011-no woman no cry,sierra leone's refugee all stars,putumayo presents: tribute to a reggae legend (2010),null,eng.
503,021,"western mood (30 second version) (orchestral, volume 1)",pierre langer & scott p. schreer,"orchestral, volume 1",,
9807,13,lonesome serenade - heavy on the vine,ryan montbleau band,,'10,english
11642,6,summer dream,goodnight loving,the goodnight loving supper club,2010,english
12225,7,carcass - swarming vulgar mass of infected virulency,,symphonies of sickness,95,english
4568,1,001-you only tell me you love me when you're drunk,pet shop boys,you only tell me you love me when you're drunk (1999),null,eng.
8178,7,007-grind,tangerine dream,sorcerer (2011),null,eng.
5556,014,erottamattomat (salainen paikka),kopi koski & projekti,salainen paikka,2007,
14750,012,sei tu (quello che facciamo e segreto),giullio corda,quello che facciamo e segreto,,
8660,001,junk mail (eric branner),eric branner,eric branner,1993,
17542,002,haruiro (demonstration 006),primeaddict,demonstration 006,2009,
12666,16,smile,dzihan & kamien,fm4 - the early years 1995-2005,2005,german
683,69,andy neve - trafalgar square (full mix),,"prime time, volume 2",,english
985,1,001-back of fringcraft,johnny osbourne meets roots radics,johnny osbourne meets the roots radics - 1980-1981 vintage (unknown),null,eng.
9171,2,absolum -g no rush,,jetlag: futuristic sound engine,3,english
14800,005,der'mo (neformal'naia revoliutsiia),diagens,neformal'naia revoliutsiia,2004,
5221,016,"better man (1994-04-12: orpheum theater, boston, ma, usa)",pearl jam,"1994-04-12: orpheum theater, boston, ma, usa",,
4698,10,zhang guo rong  & huang yao ming  - ye you suo meng,,i am what i am,10,yue chinese
6641,010,american way (the world is hours away),eviction,the world is hours away,1990,
17565,011,"piano sonata no. 3 in c major, op. 2 no. 3: iii. scherzo. allegro (piano sonatas, volume 3: op. 2, nos. 1-3)",ludwig van beethoven,"piano sonatas, volume 3: op. 2, nos. 1-3",,
19190,013,afrika interludo (afrika kompilo),jomo,afrika kompilo,2010,
19022,010,fucking nothingness (ultra sonic hatestorm),i.n.r.i,ultra sonic hatestorm,2007,
