cluster,id,number,title,artist,album,year,language
3482,6688,1,huzzah all over again - deponia 2 soundtrack,thomas hohl & finn seliger,,' 12,english
8297,16110,12,miracle ( icarus remix ) - just the hits,cascada,,' 10,english
2173,4193,12,the good life,h,american reunion,,english
5752,11052,013,caruso ( mistachic remix ) ( magnificat ),giorgia fumanti,magnificat,,
1152,2199,14,the equals - black skinned blue eyed boys,,"hits of the 70 ' s , volume 2",,english
3972,7660,4,james last orchestra - surprise,,"classic up to date , volume 3",,german
6080,11675,5,sun glitters closer to the sun,,scattered into light,,english
4646,8984,5,kill the pain,nowhere blossoms,charm,,
2585,4973,10,"down in it - 1995 - 09 - 14 : meadows music theatre , hartford , ct , usa",9 inch nais,,,english
7175,13841,14,zimnii vecher,shtil ',soldatn oiabria,2007,rssian
8914,17295,2,part 2,ivo perelman double trio,suite for helen f .,2004,english
4959,9591,2,blod,i love you,all of us,,english
8672,16861,7,shoot you down ( democratic dog ' s mix ),the stone roses,one generation under a groove : the stone roses remixed,,english
139,262,4,vergeet het maar - de kreuners,de kreuners,,,
9112,17666,15,"vingt regards sur l ' enfant jesus : xv . le baiser de l ' enfant - jesus . tres lent , calme",olivier messiaen,vingt regards,2000,french
4896,9466,4,b & b - xl tour 2005 live,lee evans,,,english
1724,3319,1,001 - moztlitta,aztlan underground,aztlan underground ( 2009 ),null,eng .
2207,4260,1,xi wei yue zi - ziyaziyama nisasenaide,,ranma 1 / 2 : complete vocal collection vol . 1,,japanese
1904,3680,016,don ' t give up on us ( easy 70 ' s ),david soul,easy 70 ' s,,
1781,3433,24,chuan kou bo shi - wiwi jumbo ( heaven sent mix ),,bayonetta,09,japanese
4436,8582,8,lost in your love - no escape,at vance,,' 02,english
4600,8896,5,queen - action this day,,hot space,,english
9899,19186,12,dresscode - overgrown,tapage,,' 11,
3449,6625,4,004 - fancy melody,[[ unknown ],celtic storm ( 2008 ),null,eng .
5620,10794,15,in the magnum record shop,j . arel / j . c . petit,"the prisoner , volume two",1991,english
3330,6395,26,coro : lasset uns nun gehen gen bethlehem - christmas oratorio ( english baroque soloists and the monteverdi choir ),johann sebastian bach,,,german
4299,8313,b5,one for the road - sleeper catcher,little river band,,' 78,english
8293,16103,1,dancing emn,the buddy rich big band,burning for buddy : a tribute to the music of buddy rich,1994,english
4088,7883,011,ride like the wind ( hits of the 80 ' s : 1980 - 1981 ),christopher cross,hits of the 80 ' s : 1980 - 1981,1997,
873,1648,003,ama la vita ( krypta discocathedrale : church chill out ),etoile,krypta discocathedrale : church chill out,1997,
1543,2962,12,richard feynman - chapter 04 - 08,,the pleasure of finding things out,,english
4511,8720,13,pierre perez - vergara - green news,,very news,,english
767,1458,8,burlesca - justine,bruno nicolai,,' 69,itaian
57,112,22,022 - over there story,kruger brothers,carolina scrapbook ( 1999 ),null,
5485,10544,2,killing for recreation,occult,violence & hatred,2001,engliish
2149,4143,5,wes montgomery - sam sack ( take 2 ),,the complete riverside recordings,93,enlish
4268,8243,3,the rolling stones - just my imagination ( running away with me ),,some girls,05,enlish
7235,13966,14,014 - revelation,love,da capo ( 2002 ),null,eng .
9065,17579,5,paul winter - ocean child,,earth : voices of a planet,,english
7021,13549,006,"quizas , quizas quizas ( perhaps , perhaps , perhaps ) ( sings spanish and latin american favorites )",connie francis,sings spanish and latin american favorites,1998,
9200,17842,1,georg friedrich handel - solomon : act iii : the arrival of queen of the the,,"the - sunday - times - music - collection :- the - orchestra ,- volume - 1 :- great - orchestral - works",96,english
171,321,007,ya estan aqui ( libertad / hambre / historia ),hablando en plata squad,libertad / hambre / historia,2009,unknown
1274,2446,010,business as usual ( dark days in paradise ),gary moore,dark days in paradise,2003,
2428,4673,4,still remains - the task,,if love was born to die,04,english
8963,17396,001,holocene ( the lonely summer ),patricia wilde,the lonely summer,2012,
633,1204,2,002 - route 66,natalie cole,paper moon ( 1991 ),null,eng .
6072,11665,4,i saw mommy kissing sata claus,shou dao kui,christmas songs,2010,english
9545,18509,8,008r - oom,the checkers,best ( 1991 ),null,jap .
9075,17598,6,006 - the slow slow,doom : vs,earthless ( 2014 ),null,engo .
2416,4658,3,i ' m still waiting ( album version ) - mellow divas ( disc 2 ),diana ross,,' 05,english
7049,13604,a,luna - speedbumps,,speedbumps,04,english
2101,4057,002,death is ma name ( bounty killers ),dept hcharge,bounty killers,1989,
729,1393,13,abortion,black uhuru,live 84,2000,english
5058,9767,9,i want a litle girl (- 1 ),kansas city six,the alternative lester,1991,english
6005,11532,011,due soli ( dal pesce alla luna : canzoni dal 1998 al 2012 ),radiodervish,dal pesce alla luna : canzoni dal 1998 al 2012,2012,
699,1328,6,bulgarian ( signum remix extended ) - logic trance 4,travel,,' 98,english
5901,11337,3,dirty south vs . evermore - it ' s too late,,"vendetta presenta electro house , volume 2 ( disc 1 )",,english
3436,6599,2,landscape - must,,one,06,english
4057,7826,9,la maraca,arte mixto,salsa : seriouslyi good music,2006,spanish
1714,3303,30,afterburn,chris salt,promos & commercials 2,,english
5827,11196,8,stuckinthegarden,horner james,"hoey , i shrunk the ( teh compete score )",,english
9182,17802,0c1,mirage ( in your brain ),monophonics,in your brain,2012,
2523,4858,1,"thoushaltnot - inside of you , in spite of you",,the white beyond,03,english
3850,7412,4,theory of a deadman - out of my head,,the truth is ...,11,english
2662,5116,3,003 - comin ' up on somp ' n,e - 40 & suga t .,pootie tang ( 2001 ),null,eng .
2899,5570,11,011 - c inderella man,eminevm,recovery ( 2010 ),null,eng .
6755,13010,5,worsome baby,albert king,the ultimate collection,,english
411,769,15,sleepwalkers - sleepwalk,,the best of british rocck ' n ' roll,13,english
2942,5649,5,center of the sun ( solarstone ' s chilled - out remix ),conjure one,center of the sun,2003,english
5462,10498,001,inner voices,ira kaspi townbeat,inner voices,2001,
6749,12993,9,clair de lune made famous by the movie frankie & johnny,claude debussy,the only classical chillout you ' ll ever need,,english
4027,7762,9,erinnerung an eichendorff und schumann - hanswurst und andere arme wurste : hanns - eisler - collage,wenzel,,' 01,german
2603,5012,10,moodbird - organ - ized : all - star tribute to the hammond b3 organ,larry goldings,,' 00,english
1799,3472,21,above the clouds,fast distance vs . dimensionn,2009 - 12 - 03 : a state of trance # 433,,english
6279,12060,24,johann pachelbel - wenn wir in hochsten noten sein : ii .,,"the complete organ works , volume 3 ( organ : joseph payne )",,german
676,1279,14,phil hendrie - margaret grey : snowbird,,world famous : the best of phil hendrie 2002,,english
7728,14949,8,we don ' t go,the donnas,the donnas,1998,english
3639,6991,2,baby love - best selection of motown 1960s,supremes,,' 02,english
3260,6257,1,dj luck & mc neat feat . jj - masterblaster 2000 ( oracles mix ),,dj luck & mc neat presents ...,00,english
7542,14580,1,... e mi consuma l ' estate - ore d ' amore,fred bongusto,,,italian
5761,11069,2,easy ( easy ) - self abuser,fauves,,' 96,english
5011,9686,008,"tjm - 26 . 12 ( impresii , ii )",fydhws,"impresii , ii",,
3716,7139,11,011 - in the future,sparks,indiscreet ( 1975 ),null,eng .
3645,7006,8,yes - leave it ( a cappella mix ),,wonderous stories : the best of,,english
387,722,8,contraband crowbar,giants of science,the history of warfare,2002,english
3166,6078,5,005 - samurai,presuntos implicados,version original ( 1999 ),null,unknown
6538,12565,11,poolside frolic - the eye popping sounds of herschell gordon lewis,gordon lewis,,' 02,
5402,10393,10,cake - it ' s coming down,,fashion nugget,96,english
4545,8782,12,012 - be good,black prairie,fortune ( 2014 ),null,eng .
1161,2220,006,katalicammello ( baby parade 2 ),koretto,baby parade 2,,
4553,8799,7,the foundations - in the bad bad old days ( before you loved me ),,200 fab sixties favourites,01,english
5791,11125,13,013 - from my first moment,charlotte church,the ballroom mix 4 ( 2006 ),null,eng .
8359,16218,1,eminemi suuhun ja hommiin ( intro ),raili ' s people,eminem style,2008,finnish
6561,12611,b4,mortem sibi consciscere,watain,rabid death ' s curse,2008,english
5447,10472,008,take back the power ( tank ),asian dub foundation,tank,,
491,929,3,"las cubanas , quue lindas son",mamborama,al directamente mambo,2006,spaniish
1903,3679,6,panyiga,makam,szindbad,2002,hungarian
4253,8209,1,falling love,jan kessler,falling love,' 00,english
2931,5631,011,acts 27 ( esv the new testament on cd ),marquis laughlin,esv the new testament on cd,,
9518,18459,9,"variations on a theme of frank bridge , op . 10 : variation 1 : adagio - lachrymae / frank bridge variations / simple symphony ( norwegian chamber orchestra feat",benjamin britten,,' 95,english
4318,8347,3,"symphony no . 9 in e minor , op . 95 "" from the new world "": iii . scherzo . molto vivace",antonin dvorak,the complete rca collection ( discs 21 - 25 ),,
669,1269,6,starchild ( 1981 remix edit ) - living it up,level 42,,' 10,english
1805,3482,014,repose of souls ( nadia : the secret of blue water ost 3 ),shiro sagisu,nadia : the secret o fblue water ost 3,2003,
9777,18949,3,003 - moonlight after the rain,concerto moon,from father to son ( 2008 ),null,engp .
7119,13739,4,macabre - initium,samhain,,' 01,english
5682,10922,8,freddy cannon - buzz buzz a - diddle - it,,"palisades park : the very best of freddy cannon , the swan years 1959 - 1963",00,english
7144,13778,1,saltatio mortis - habgier und tod,,sturm aufs paradies,11,german
9924,19236,12,012 - silver bells,doris day,white christmas ( unknown ),null,eng .
8386,16275,005,ain ' t nobody ( quiet storm mix ) ( why i love you so much / ain ' t nobody ),movnica,why i love you so much / ain ' t nobody,1996,
1906,3683,b1,cmx - pimea maa,,tanssitauti,90,finnish
6320,12148,3,003 - ( instrumental,bennie bennie k,/ ( 2003 ),null,jap .
9457,18337,7,"junior delgado - rich man , poor man",,no baby lion : treasure found episode 3,,english
3114,5975,002,highest tower ( farlocco ep ),joseph capriati,farlocco ep,2008,
4142,7992,7,007 - positive education,sllam,alien radio ( 2001 ),null,eng .
772,1466,001,two faced ( soulless ),hatred,soulless,2004,
7141,13771,6,eat my sin - confrontation street,squealer a . d .,,' 06,english
23,39,013,still in love with you ( with this ring ... forever i do ),chris willis,with this ring ... forever i do,2002,
8525,16553,005,kirby ' s song ( a glimpse inside the mind of charles swan iii ( music from the motion picture )),liam hayes,a glimpse inside the mind of charles swan iii ( music from the motion picture ),,
8834,17160,006,"white _ widow _( round _ squared :_ weirdbag ,_ volume _ 1 )",pcm,"round squared : weirdbag , volume 1",1999,
3219,6188,9,white buck skin sneakers - rock - a - billy dynamite,bell notes,,,english
5993,11516,5,terry pratchett - [ untitled ],,helle barden,08,german
7072,13645,13,jing shang yang shui - shen wu yue nikakoremate,,jing shang yang shui purachinabesuto ~ aritaimuzu ~,03,japanese
1172,2252,012,faar from home ( circles ),amanaskka,circles,2006,
5436,10452,006,i don ' t know what this world is coming to ( wattstax : the living word ),soul children,wattstax : the living word,,
5160,9940,10,010 - santos que yo te pinte,los planetas,actual 2001 ( unknown ),null,spa .
2055,3970,28,tegan and sara - [ encore break ],,"2009 - 01 - 08 : enmore theatre , sydney , australia",,englis
4915,9504,9,john huling - sacred rituals,,mesa sunrise,,english
8327,16162,3,003 - la moglie di alfredo . ci siamo liberati da soli,yo yo mundi,l ' ultimo testimone ( 2006 ),null,ita .
5071,9788,5,julie grant - up on the roof,,200 fab sixties favourites,01,english
6703,12901,34,kuwait,brhym lswl @,60 hymnes ationaux ( the central band of the royal air force ),1999,french
5373,10344,2,pow [ d ] er pussy - maisyourenemy,,one day,03,egrman
6594,12672,17,tomorrow ' s just another day to cry - memowries,davis sisters,,,english
4829,9332,b3,alex turner - piledriver waltz,,submarine,11,english
9110,17662,9,gepetto news - stop mobning,,ramasjang hits,10,danish
2097,4051,036,paul ' s ending ( tekken 5 / tekken : dark resurrection ),da jiu bao bo,resurrection,2006,
3147,6039,10,little richard - tutti frutti,,larry prasentiert : party rock,90,english
6892,13298,014,hold on tight ( beyond the blue ),electric light orchestra part ii,beyond the blue,1999,
6226,11958,11,wake me up - step one,figure of six,,' 05,english
2852,5487,6,witherscape - the math of the myth,,the inheritance,13,english
9334,18107,13,moment de reflexio 2,love oflesbian,cuentos chinos para nino sdel japon,2007,spanish
4928,9532,5,schwerelos - uferlos,zollner,,' 12,german
6664,12824,6,"bilder einer ausstellung : i . promenade - mussorgsky : bilder einer ausstellung / ravel : bolero , rapsodie espagnole",modest petrovich musorgskii,,' 93,german
8999,17462,2,sitting on the throne,delicious,stimulator,1996,english
8,11,23,el vaquero chido ( the cool cowboy ),byron brizuela & enrique carbajal,mexico,,english
4996,9663,6,who you love,john mayer feat . katy perry,paradise valley,2013,english
4685,9054,9,a warm breeze,sammy nestico,big band favorites of sammy nestico,1998,ennglish
3437,6600,4,feel it ( bonus beats ),after hours,"radio slave presents strictly rhythms , volume 5",2010,english
7052,13609,9,johnny rivers - softly as i leave you,,changes,66,english
9509,18440,8,ravenous - run away,,mass mental cruelty,96,english
5292,10191,8,008 - quite nights,johnny mathis,the - shadow - of - your - smile -( 1966 ),null,eng .
7626,14745,1,babyd girl interlude / intro ( feat . mary j . blige ),missy elliott,this isnot a test !,2003,english
7242,13977,018,capricorn ( welcome to the bear trap ),motorhead,welcome to the bera trap,1990,
3494,6708,4,natalie merchant - space oddity,,live in concert,99,english
8383,16271,027,"conduit droit rectangulaire isole : european hospital georges pompidou ( paris xv ) car park , part 2 ( air . ratio )",eric la casa,air . ratio,2006,
7768,15020,00b,allure of the earth ( cello version ) ( feat . sebastian simpson & chris doig ),woods of ypres,allure of the earth,2009,
2782,5345,1,mike doughty - lazybones,,"2003 - 03 - 0 : 1 the brewery , raleigh , nc , usa",,english
1417,2704,2,endorfin - al ' ternativa,,music of m57 . ru - vol . 01,,russian
4622,8944,9,never ending,luce,never ending,' 05,english
8450,16405,025,"smooth sunset ( piano solos , volume 1 )",pete calandra & scott p . schreer,"piano solos , volume 1",,
5519,10601,3,003 - johnny vender hjem fra krig,rde mor,sylvesters drm ( 1978 ),null,unknown
1556,2988,1,cargo - intro,,sex appeal,00,english
3823,7345,169013 - a068,12,,rosenrot,ndd : neuer deutscher dancefloor ( 1995 ),null
